(280, 340),lt,-0.024662007874
(240, 400),rt,0
(0, 360),up,0
(200, 260),up,39.5023490757
(200, 320),up,48.665791672
(100, 20),rt,0
(140, 340),dw,-0.0559991780469
(180, 140),up,-0.151686143228
(280, 320),dw,-0.0256834697656
(160, 340),dw,-0.0651816321242
(260, 0),up,0
(120, 180),dw,-0.261828221537
(80, 40),dw,-0.576706921806
(260, 20),lt,0
(360, 60),dw,-0.0152100701486
(340, 0),up,0
(20, 240),lt,0
(180, 280),dw,-0.0279973092072
(400, 100),rt,0
(120, 20),lt,0
(100, 340),lt,-0.0778705679441
(400, 400),rt,0
(160, 100),rt,-0.271997328882
(100, 100),lt,-0.41746507185
(60, 220),dw,-0.214985833421
(340, 20),lt,0
(280, 240),up,-0.143632721988
(100, 60),up,-0.445063823358
(200, 240),dw,90.055
(140, 20),lt,0
(280, 280),dw,-0.0701442911195
(120, 260),lt,-0.158590216411
(120, 140),dw,-0.318952437048
(0, 200),rt,0
(260, 320),lt,-0.0240057208555
(60, 260),up,-0.140180882651
(100, 340),dw,-0.070254419375
(120, 340),dw,-0.0563263625
(280, 240),lt,-0.137838269839
(220, 380),up,-0.00975
(180, 60),lt,-0.19016364107
(160, 320),dw,-0.0574654040435
(260, 40),rt,-0.0102351234375
(340, 320),rt,-0.24725
(200, 300),lt,0
(60, 160),rt,-0.368096486944
(220, 280),dw,6.69870291863
(200, 40),rt,-0.0196888109375
(320, 280),lt,-0.0799810595587
(380, 120),lt,0
(320, 160),rt,-0.179741686478
(220, 140),lt,-0.188164298273
(200, 180),rt,-0.0752466194759
(120, 280),rt,-0.106628167889
(180, 260),dw,-0.0508425354427
(120, 380),lt,-0.0052375
(380, 0),lt,0
(140, 300),lt,25.056804123
(40, 220),lt,-5.0
(360, 120),rt,-5.0
(40, 80),lt,-5.0
(340, 260),dw,-0.0693884457412
(400, 120),up,0
(160, 120),rt,-0.266673573765
(100, 260),lt,-0.205664327328
(320, 40),rt,-0.014725625
(200, 260),lt,-0.0633913190846
(20, 320),dw,0
(0, 300),rt,0
(140, 320),dw,-0.0468109329396
(40, 120),lt,-5.0
(340, 60),rt,-0.24725
(340, 40),up,-5.0
(300, 380),lt,-0.005
(400, 160),up,0
(0, 340),dw,0
(140, 400),rt,0
(300, 360),dw,-0.24725
(160, 280),lt,-0.0263473420783
(300, 240),up,-0.139551804419
(380, 0),up,0
(100, 400),dw,0
(160, 140),lt,-0.0796139689709
(100, 300),up,-0.0463487710799
(80, 380),up,-0.0099875
(180, 80),lt,-0.31353870077
(180, 100),dw,-0.227560456764
(260, 400),lt,0
(80, 100),rt,-0.479759928342
(340, 340),lt,-0.020591051924
(280, 300),lt,25.2010144525
(240, 180),dw,-0.194038416574
(280, 120),lt,-0.191105555737
(120, 200),dw,-0.257681795169
(240, 280),lt,-0.0581938450405
(400, 380),rt,0
(300, 300),rt,-0.0267919471291
(60, 120),up,-0.339642426449
(140, 100),lt,-0.322646656427
(220, 40),up,-5.0
(20, 120),rt,0
(320, 200),lt,-0.166402928282
(260, 180),dw,-0.196101360305
(380, 400),lt,0
(300, 100),up,-0.18837577862
(160, 0),dw,0
(80, 380),rt,-0.005
(320, 220),up,-0.148848783925
(20, 20),dw,0
(240, 300),lt,82.8428628056
(120, 60),up,-0.414924594168
(140, 400),up,0
(60, 120),rt,-0.335800912977
(60, 80),up,-0.45053630274
(20, 20),rt,0
(100, 220),lt,-0.28669161208
(340, 60),up,-0.24725
(360, 80),rt,-5.0
(40, 280),dw,-0.0102361683633
(200, 180),dw,76.9256555822
(80, 240),rt,-0.248830134022
(360, 0),rt,0
(40, 100),up,-0.0326583947211
(60, 340),rt,-0.0509511248609
(280, 300),up,-0.0206757640741
(260, 180),rt,-0.192526727968
(180, 120),rt,-0.208971493515
(380, 100),rt,0
(180, 400),up,0
(200, 60),rt,-0.122175182609
(340, 200),lt,-0.105351139409
(300, 300),dw,-0.0296275742785
(100, 0),rt,0
(380, 160),lt,0
(160, 140),up,-0.351240353879
(120, 200),rt,0.575578469985
(120, 0),dw,0
(100, 220),dw,-0.283983601247
