(280, 340),lt,-0.557373296922
(240, 400),rt,0
(0, 360),up,0
(200, 260),up,-1.45905769381
(200, 320),up,-0.706079653543
(100, 20),rt,0
(140, 340),dw,2.34188151183
(180, 140),up,-3.78119491535
(280, 320),dw,-0.220413822175
(160, 340),dw,94.638595466
(260, 0),up,0
(120, 180),dw,-13.849792893
(80, 40),dw,-67.5665792522
(260, 20),lt,0
(360, 60),dw,-1.79079589843
(340, 0),up,0
(20, 240),lt,0
(180, 280),dw,-1.49464335695
(400, 100),rt,0
(120, 20),lt,0
(100, 340),lt,-5.53641143361
(400, 400),rt,0
(160, 100),rt,-4.26694666753
(100, 100),lt,0
(60, 220),dw,-6.91390089417
(340, 20),lt,0
(280, 240),up,0
(100, 60),up,0
(200, 240),dw,-1.82593184193
(140, 20),lt,0
(280, 280),dw,0
(120, 260),lt,0
(120, 140),dw,-4.97622314754
(0, 200),rt,0
(260, 320),lt,-0.264922081285
(60, 260),up,-6.53949311942
(100, 340),dw,-5.61375650852
(120, 340),dw,0
(280, 240),lt,0
(220, 380),up,-0.102362192063
(180, 60),lt,-4.58621371245
(160, 320),dw,86.1023589523
(260, 40),rt,-5.55848063712
(340, 320),rt,-5.0
(200, 300),lt,-1.06823730917
(60, 160),rt,-6.57834103466
(220, 280),dw,-0.592376056276
(200, 40),rt,-2.15548590614
(320, 280),lt,0
(380, 120),lt,0
(320, 160),rt,-3.68300881361
(220, 140),lt,-3.83060874025
(200, 180),rt,-3.17422984002
(120, 280),rt,0
(180, 260),dw,-1.09705861494
(120, 380),lt,0
(380, 0),lt,0
(140, 300),lt,-9.77010553897
(40, 220),lt,-14.4343348211
(360, 120),rt,0
(40, 80),lt,-61.3792178523
(340, 260),dw,0
(400, 120),up,0
(160, 120),rt,-3.99719260968
(100, 260),lt,-6.57478156537
(320, 40),rt,-6.64517957007
(200, 260),lt,-1.41873416087
(20, 320),dw,0
(0, 300),rt,0
(140, 320),dw,-0.110256830147
(40, 120),lt,-40.4118884518
(340, 60),rt,-4.04019243726
(340, 40),up,-5.0
(300, 380),lt,-0.255317990068
(400, 160),up,0
(0, 340),dw,0
(140, 400),rt,0
(300, 360),dw,-0.60575
(160, 280),lt,-0.792956160999
(300, 240),up,0
(380, 0),up,0
(100, 400),dw,0
(160, 140),lt,-3.79393260997
(100, 300),up,-6.15855184349
(80, 380),up,-2.95035383442
(180, 80),lt,-4.4091636378
(180, 100),dw,-4.29748001846
(260, 400),lt,0
(80, 100),rt,0
(340, 340),lt,-0.557370925182
(280, 300),lt,0
(240, 180),dw,-26.7376792993
(280, 120),lt,-4.01095444404
(120, 200),dw,0
(240, 280),lt,0
(400, 380),rt,0
(300, 300),rt,0
(60, 120),up,0
(140, 100),lt,-5.30516612728
(220, 40),up,-14.2950716335
(20, 120),rt,0
(320, 200),lt,0
(260, 180),dw,-9.78278417795
(380, 400),lt,0
(300, 100),up,0
(160, 0),dw,0
(80, 380),rt,-2.96096512467
(320, 220),up,0
(20, 20),dw,0
(240, 300),lt,0
(120, 60),up,-17.5589369191
(140, 400),up,0
(60, 120),rt,0
(60, 80),up,0
(20, 20),rt,0
(100, 220),lt,-4.83864872291
(340, 60),up,-4.00375744233
(360, 80),rt,-5.0
(40, 280),dw,-8.85642866503
(200, 180),dw,-3.13190129568
(80, 240),rt,-6.67471744978
(360, 0),rt,0
(40, 100),up,-38.7330656971
(60, 340),rt,-6.11162455709
(280, 300),up,0
(260, 180),rt,-2.10764481763
(180, 120),rt,-3.76426906683
(380, 100),rt,0
(180, 400),up,0
(200, 60),rt,-4.32667087816
(340, 200),lt,0
(300, 300),dw,0
(100, 0),rt,0
(380, 160),lt,0
(160, 140),up,5.56153696867
(120, 200),rt,0
(120, 0),dw,0
(100, 220),dw,-4.83160330874
(160, 80),up,4.94934906487
(180, 20),dw,0
(160, 280),up,26.8353796223
(140, 220),rt,-6.77483136578
(320, 0),lt,0
(200, 380),rt,-0.102351234375
(220, 0),lt,0
(40, 120),up,-25.2355217826
(220, 80),dw,-4.20576998554
(280, 400),rt,0
(380, 320),up,0
(100, 280),lt,-6.96220105614
(100, 260),up,-6.60469241182
(300, 20),up,0
(400, 120),lt,0
(120, 220),up,0
(0, 20),lt,0
(180, 260),up,-1.26308691384
(100, 100),up,0
(300, 120),lt,0
(240, 200),dw,0
(20, 400),rt,0
(80, 80),dw,0
(240, 380),dw,-5.0
(60, 240),up,-6.57924359544
(140, 0),lt,0
(360, 60),rt,-9.75486168363
(340, 220),rt,0
(140, 300),dw,-5.93502665626
(120, 180),rt,-4.38385074873
(260, 100),up,-4.17762453513
(160, 80),lt,-5.0378723014
(160, 340),rt,-0.405762714468
(380, 280),lt,0
(160, 160),rt,-2.5993664299
(240, 260),up,0
(160, 20),dw,0
(140, 280),lt,-5.0
(400, 0),up,0
(380, 0),dw,0
(140, 200),rt,-3.86277143297
(80, 180),dw,-6.48997524743
(340, 140),up,-5.0
(160, 360),lt,0
(160, 180),dw,46.8841630189
(40, 340),lt,-9.8100239271
(160, 400),up,0
(360, 160),lt,-1.89091355449
(40, 320),dw,-6.79476130695
(80, 140),rt,-10.1114622576
(200, 120),up,-3.95022848778
(240, 240),rt,0
(20, 260),lt,0
(100, 180),dw,-6.06094445226
(340, 0),rt,0
(140, 60),up,-5.96631666067
(60, 260),lt,-6.68262597186
(160, 380),up,9.75
(120, 300),rt,0
(20, 60),up,0
(280, 240),dw,0
(120, 160),rt,-4.5248721999
(120, 260),up,0
(140, 20),up,0
(240, 80),rt,-4.13219620589
(60, 20),dw,0
(400, 100),lt,0
(140, 260),rt,-1.11322312092
(340, 20),up,0
(100, 340),rt,-9.9875
(260, 300),lt,0
(180, 0),up,0
(60, 400),rt,0
(400, 400),lt,0
(120, 60),lt,-27.9537313795
(0, 220),up,0
(80, 320),up,-6.08764820276
(0, 80),rt,0
(400, 180),rt,0
(40, 320),lt,-9.94999378914
(360, 160),dw,-6.5260894088
(60, 300),rt,-6.31039533675
(180, 220),lt,-2.28421997864
(320, 220),lt,0
(300, 320),dw,-0.229333527487
(400, 380),up,0
(200, 220),rt,-2.54567405755
(260, 80),lt,-4.05377681262
(60, 220),lt,-7.02986344946
(140, 80),up,-5.20828936315
(260, 0),rt,0
(20, 20),lt,0
(300, 100),lt,0
(220, 200),up,-2.71180625745
(180, 140),rt,-3.74618893112
(160, 340),up,43.5617895386
(120, 260),rt,0
(40, 400),up,0
(220, 360),lt,0.781621226304
(20, 360),lt,0
(60, 380),up,-4.55922952531
(340, 380),lt,-0.206663336044
(360, 240),dw,-0.09975625
(60, 40),dw,-75.6304847083
(260, 160),dw,-3.99409736177
(180, 60),rt,-4.57053116846
(240, 200),lt,0
(340, 40),dw,-2.32331077203
(260, 400),up,0
(200, 20),dw,0
(320, 320),lt,-0.251440834147
(220, 340),rt,-0.369426914689
(100, 320),rt,-9.87313620718
(180, 20),up,0
(280, 320),rt,-0.202026732852
(240, 160),lt,-3.69172372187
(40, 180),up,-6.60815822524
(0, 40),dw,0
(340, 260),up,0
(220, 120),dw,-4.04804228843
(80, 300),lt,-6.22892745452
(160, 200),lt,-3.09811756547
(20, 280),up,0
(20, 320),lt,0
(180, 20),lt,0
(0, 260),up,0
(60, 180),lt,-6.82188662301
(20, 140),up,0
(300, 160),lt,-3.69051680141
(40, 220),dw,-13.6080301825
(360, 340),up,-0.1922684375
(60, 100),rt,0
(200, 400),lt,0
(20, 0),dw,0
(160, 40),up,-26.6755751569
(200, 340),lt,0.00524710948356
(100, 160),dw,-5.40882647718
(20, 360),up,0
(320, 360),lt,-0.563014511782
(400, 100),up,0
(300, 60),dw,-4.50438921261
(240, 40),rt,-2.48029826275
(40, 280),lt,-14.4040727269
(240, 220),up,0
(320, 300),dw,0
(260, 20),up,0
(40, 160),up,-7.05254092763
(240, 0),lt,0
(260, 80),up,-4.03400155221
(380, 240),up,0
(300, 40),lt,-5.23919434098
(220, 140),up,-3.87053952677
(260, 160),rt,-3.81491062256
(40, 320),up,-4.56182969747
(260, 340),rt,-0.577760607867
(0, 220),lt,0
(200, 300),up,-1.08389266496
(60, 40),rt,-18.2118471024
(380, 340),lt,0
(40, 300),lt,-9.74841881054
(260, 180),up,-1.89595964413
(220, 180),dw,-3.14625237352
(260, 360),lt,-0.481574203001
(260, 300),up,0
(280, 120),rt,-18.9357485958
(120, 240),dw,0
(240, 20),lt,0
(200, 200),lt,-2.77129074664
(320, 60),lt,-4.17656425759
(240, 140),lt,-3.92375232847
(120, 260),dw,0
(100, 380),rt,-9.8331125827
(240, 260),dw,0
(160, 0),lt,0
(260, 320),up,-5.0
(320, 220),dw,0
(320, 180),up,-6.76883061509
(160, 380),lt,0
(140, 60),lt,-6.7153371558
(280, 260),rt,0
(100, 60),lt,0
(380, 240),dw,0
(320, 320),dw,-0.226898326437
(160, 400),lt,0
(260, 360),rt,-0.51368654764
(80, 0),up,0
(260, 280),dw,0
(60, 140),up,-14.4671459708
(40, 240),rt,-9.905369177
(220, 40),rt,-2.19172288347
(280, 60),dw,-3.99835195814
(240, 400),lt,0
(0, 400),dw,0
(80, 140),dw,-5.56680789857
(160, 280),dw,69.4417951278
(100, 400),up,0
